<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160118,153800,64390.0000000,64410.0000000,64310.0000000,64310.0000000,888
20160118,153900,64310.0000000,64320.0000000,64100.0000000,64120.0000000,3515
20160118,154000,64120.0000000,64200.0000000,64070.0000000,64170.0000000,1725
20160118,154100,64160.0000000,64260.0000000,64150.0000000,64250.0000000,937
20160118,154200,64250.0000000,64280.0000000,64220.0000000,64270.0000000,504
20160118,154300,64250.0000000,64290.0000000,64240.0000000,64250.0000000,413
20160118,154400,64240.0000000,64280.0000000,64230.0000000,64240.0000000,221
20160118,154500,64240.0000000,64350.0000000,64230.0000000,64340.0000000,679
20160118,154600,64330.0000000,64350.0000000,64290.0000000,64320.0000000,564
20160118,154700,64310.0000000,64350.0000000,64300.0000000,64330.0000000,154
20160118,154800,64320.0000000,64340.0000000,64290.0000000,64320.0000000,171
20160118,154900,64320.0000000,64330.0000000,64280.0000000,64290.0000000,186
20160118,155000,64280.0000000,64310.0000000,64230.0000000,64300.0000000,611
20160118,155100,64300.0000000,64450.0000000,64290.0000000,64450.0000000,1106
20160118,155200,64440.0000000,64460.0000000,64390.0000000,64440.0000000,1080
20160118,155300,64450.0000000,64450.0000000,64380.0000000,64430.0000000,495
20160118,155400,64440.0000000,64440.0000000,64330.0000000,64350.0000000,758
20160118,155500,64350.0000000,64410.0000000,64350.0000000,64380.0000000,474
20160118,155600,64370.0000000,64370.0000000,64250.0000000,64260.0000000,621
20160118,155700,64260.0000000,64260.0000000,64180.0000000,64210.0000000,1207
20160118,155800,64200.0000000,64230.0000000,64140.0000000,64180.0000000,933
20160118,155900,64170.0000000,64240.0000000,64160.0000000,64220.0000000,505
20160118,160000,64220.0000000,64330.0000000,64220.0000000,64290.0000000,1529
20160118,160100,64280.0000000,64340.0000000,64280.0000000,64300.0000000,809
20160118,160200,64300.0000000,64350.0000000,64260.0000000,64350.0000000,682
20160118,160300,64340.0000000,64350.0000000,64290.0000000,64350.0000000,340
20160118,160400,64350.0000000,64370.0000000,64290.0000000,64310.0000000,454
20160118,160500,64320.0000000,64350.0000000,64300.0000000,64310.0000000,280
20160118,160600,64310.0000000,64380.0000000,64270.0000000,64380.0000000,637
20160118,160700,64370.0000000,64470.0000000,64360.0000000,64460.0000000,1823
20160118,160800,64460.0000000,64480.0000000,64400.0000000,64430.0000000,927
20160118,160900,64420.0000000,64440.0000000,64380.0000000,64440.0000000,337
20160118,161000,64430.0000000,64440.0000000,64330.0000000,64380.0000000,714
20160118,161100,64390.0000000,64410.0000000,64350.0000000,64350.0000000,680
