<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160118,160500,163975.0000000,164050.0000000,163975.0000000,164050.0000000,14
20160118,160600,163975.0000000,164050.0000000,163975.0000000,164050.0000000,8
20160118,160700,164075.0000000,164200.0000000,164075.0000000,164175.0000000,58
20160118,160800,164200.0000000,164275.0000000,164125.0000000,164225.0000000,40
20160118,160900,164150.0000000,164150.0000000,164150.0000000,164150.0000000,5
20160118,161000,164125.0000000,164150.0000000,164000.0000000,164150.0000000,29
20160118,161100,164125.0000000,164125.0000000,164125.0000000,164125.0000000,1
20160118,161200,164000.0000000,164000.0000000,163900.0000000,163900.0000000,41
20160118,161300,163975.0000000,164050.0000000,163975.0000000,164000.0000000,38
20160118,161400,163825.0000000,163825.0000000,163700.0000000,163775.0000000,50
20160118,161500,163800.0000000,163800.0000000,163800.0000000,163800.0000000,2
20160118,161600,163875.0000000,163875.0000000,163875.0000000,163875.0000000,12
20160118,161700,163875.0000000,163925.0000000,163875.0000000,163875.0000000,6
20160118,161800,163850.0000000,163850.0000000,163700.0000000,163775.0000000,68
20160118,161900,163800.0000000,163800.0000000,163750.0000000,163750.0000000,15
20160118,162000,163600.0000000,163600.0000000,163475.0000000,163475.0000000,34
20160118,162100,163600.0000000,163750.0000000,163600.0000000,163700.0000000,12
20160118,162200,163750.0000000,163750.0000000,163750.0000000,163750.0000000,5
20160118,162300,163850.0000000,163850.0000000,163850.0000000,163850.0000000,3
20160118,162400,163975.0000000,164150.0000000,163975.0000000,164150.0000000,14
20160118,162500,164150.0000000,164150.0000000,164075.0000000,164075.0000000,10
20160118,162600,164025.0000000,164050.0000000,164025.0000000,164050.0000000,9
20160118,162700,164050.0000000,164075.0000000,164050.0000000,164075.0000000,10
20160118,162800,164125.0000000,164200.0000000,164100.0000000,164100.0000000,12
20160118,162900,164100.0000000,164100.0000000,164050.0000000,164100.0000000,17
